,Tweet
80,".@realDonaldTrump's administration has worked with the @CDCgov to develop smart, reasonable guidelines to allow agencies to work through the pandemic.

As America reopens, it's imperative that the government and Congress lead from the front. 
https://t.co/o5a6pGjIfe"
81,"RT @Jim_Jordan: Want to practice your First and Second Amendment rights during the pandemic?

Too bad.

Want to riot in the streets during…"
82,"RT @SBAList: Thank you Congressman Hice! As our country recovers from this pandemic, we must continue protecting life at all stages rather…"
83,"RT @freedomcaucus: We can't wait forever. 

Doctor and lawyer Joel Zinberg from @ceidotorg discusses the COVID vaccine &amp; reopening our econ…"
84,"RT @GOPoversight: China lied to us about the initial outbreak of the coronavirus while they were hoarding medical supplies.

Now it appears…"
85,"China lied.
People died.
US Economy fried.
Media cried.

WHO let it slide. https://t.co/tXqFjlRsEv"
86,"When @USPS begged Americans for a $25 billion bailout, they claimed they were going to lose billions as a result of #COVID19.
 
In reality, they're making more money than they did this time last year.
 
It's time to revise the model. 

https://t.co/g3WffeNObj https://t.co/c6AE5fBP6E"
87,"On June 6, we reflect upon the bravery of the men who stormed the beaches of Normandy and liberated Europe from Nazi Germany.

We should never forget their heroic actions. #DDay76 https://t.co/BqCRPJGuMu"
88,"America is moving toward great prosperity under @realDonaldTrump!

Anyone who trusts @TheDemocrats to reignite the economy should be preparing for disaster... now."
89,"The Left has added abolishing law enforcement to their political platform.

And they want to simultaneously end our 2nd Amendment right to keep &amp; bear arms.

Who rules when there's no cops &amp; individuals have no firearms to protect themselves?

The Left is driving us into anarchy."
90,"RT @FreedomWorks: 👉 Whatever happened to Social Distancing? #ampFW

“If #COVID was as dangerous two weeks ago as they say it was, well, it'…"
91,"RT @NateOnTheHill: “If COVID-19 was as dangerous two weeks ago as they say it was, well, it's equally as dangerous now,” @CongressmanHice s…"
92,"RT @FRCdc: ARISE! was a ""wonderful time of encouragement and prayer.""
Watch the video on our Facebook page or https://t.co/2lJ6ATC8Lw.

@tp…"
93,"RT @cvpayne: Making Money with Charles Payne

Market Rotation @GaryKaltbaum 
Twitter Checks Trump @deneenborelli 
Dem Lockdown Embrace @Ste…"
94,".@HouseDemocrats have seized on the pandemic as an opportunity to make radical, partisan changes to how the House of Representatives works on a fundamental level.

It's pretty simple: Members of Congress need to be present to vote.

Proud to join @RepChipRoy in this lawsuit. https://t.co/D2cBurkaAB"
95,RT @freedomcaucus: NEWS: @FreedomCaucus sends letter to @realDonaldTrump supporting his recent halt of funding for the World Health Organiz…
96,"Today, we commemorate those who made the ultimate sacrifice to protect the truths and values that we hold dear.

We enjoy our freedom today because of the men &amp; women who made the commitment to protect it.

Thank you, and God bless our soldiers and their families."
97,"The puzzle is coming together.

Recall that Obama's Chief of Staff @DenisMcDonough made an unmasking request on Flynn the day of the 1/5/17 meeting...

...and @JoeBiden made an unmasking request on 1/12/17 — the day before the illegally leaked intel appeared in @washingtonpost. https://t.co/dcjD5DwCL1"
98,@RepGuthrie @RepAndyHarrisMD @RepFredKeller @RepBlaine @RepCarolMiller @RepAlexMooney @RepNewhouse @RepRalphNorman https://t.co/miOm8FEXV7
99,"This bailout bill rammed thru by ⁦@HouseDemocrats⁩ is a monstrosity:
👉🏻$3 TRILLION
👉🏻1,800 PAGES
👉🏻NO INPUT allowed from ⁦@HouseGOP⁩, ⁦@SenateGOP⁩ or ⁦@WhiteHouse⁩
👉🏻Drafted BEHIND CLOSED DOORS
👉🏻Introduced 3 DAYS AGO – who had time to read this? https://t.co/G95HdBSYfu"
100,"RT @TerriGreenUSA: Coronavirus experts can be wrong. We can safely #ReopenAmerica. 

@CongressmanHice ""Models used to justify lockdown prov…"
101,".@SpeakerPelosi says @realDonaldTrump's concerns about China are a diversion:

Who is going to foot the bill for Pelosi's $3 trillion socialist dream list?

💵CHINA💵

Pelosi is willing to bankrupt our nation to give handouts, special interests, &amp; big bailouts to Blue States. https://t.co/LgVUH0cIN1"
102,"MISSING:
❌ 30,000 of Hilary Clinton's emails.
❌ 302 FBI notes regarding the unmasking of Gen. Michael Flynn.

It's the same old playbook of corruption.
America needs the truth.

People must be held accountable. https://t.co/pOknOIQjUA"
103,"After the Kislyak-Flynn call, only a few individuals put in requests to unmask Flynn — including Obama Chief of Staff @DenisMcDonough and @JoeBiden.

Biden made the last on Jan 12.

Also on Jan 12, the *illegally leaked* unmasked call appeared in the WaPo...

Coincidence?"
104,"RT @GOPoversight: Under Democrats coronavirus power grab rules, 22 people on the House floor would be able to make policy for the whole cou…"
105,"RT @FreedomWorks: #Coronavirus experts can be wrong. We can safely #ReopenAmerica. 🇺🇸

@CongressmanHice ""Models used to justify lockdown pr…"
106,RT @NateOnTheHill: “There are a lot of lawyers in Washington. Opting to be represented by the lawyer who represented Dr. Christine Blasey F…
107,"Someone on this list of unmasking Flynn requests illegally leaked the data to the media.

Was it @JoeBiden — who made the final request and lied about it this week — or one of the others?

The American people deserve to know the truth about Biden's role in the FBI setup."
108,"As we uncover the unmasking of Flynn by Obama officials, we need to recall what we already know.

Remember the ""insurance policy"" against @realDonaldTrump's 2016 victory that we uncovered in disgraced FBI official Peter Strzok's text messages?

The unmasking is likely part of it. https://t.co/jdke82SK0C"
109,"Yesterday, @JoeBiden said he knew nothing about the Flynn investigation and completely contradicts himself 64 seconds later.

We find out today that Biden WAS involved AND made an unmasking request on Flynn on Jan. 12, 2017...

...days before @realDonaldTrump took office. https://t.co/emPgKGB42Z"
110,"It’s a Who’s Who of the Obama Deep State:

✅ Vice President @JoeBiden 
✅ UN Amb. ⁦@SamanthaJPower⁩ 
✅ FBI Director James @Comey
✅ CIA Director ⁦@JohnBrennan⁩
✅ DNI James Clapper
✅ Obama Chief of Staff ⁦⁦⁦@DenisMcDonough⁩  https://t.co/Rpy7UrVk5K"
111,".@SpeakerPelosi doesn't care about your struggles to pay bills or to keep your small business open.

Don't be fooled by her $3 trillion #COVID19 bill.

Her plan has nothing to do with you. It never has. This bill has no chance to become law — it's just political theater."
112,"RT @GOPoversight: What's in Speaker Pelosi's coronavirus bill?
 
❌Diversity provisions for marijuana businesses

❌Tax breaks for wealthy bl…"
113,"RT @HouseGOP: House Democrats are *yet again* trying to use this pandemic to advance their partisan agenda.

Instead of working across the…"
114,"Democrats see #Covid_19 as a ""tremendous opportunity to restructure things"" to fit their socialist vision.

As lockdowns end, @SpeakerPelosi is worried this phase 4 could be the last train leaving the station — so she's packing it to the max with her liberal policy agenda. https://t.co/ewFsRSJbVH"
115,"This was the goal of the lockdown — to prevent the hospital system from being overwhelmed.

@GovKemp's leadership is putting Georgia at the tip of the spear of our national recovery. https://t.co/EPITejT4J1"
116,"RT @GOPoversight: ""It's clear that [The Chinese government] could have done a lot better job [of telling the truth about the virus] and it'…"
117,"RT @FRCdc: ""We are blessed to be in a country that sets aside a day like this."" #nationaldayofprayer

@CongressmanHice insists that prayer…"
118,Now let's go after the crooks who set him up! https://t.co/lgiy95bFZH
119,RT @BECKETlaw: We truly appreciate everyone's support for the #LIttleSisters. Thank you so much to all who sent us #LetThemServe signs and…
120,"✖️Constitutional rights are not waived for a pandemic. 
✖️Constitutional rights are not waived for an emergency.

Constitutional rights cannot be waived. 
https://t.co/mmN3FJnrDo"
121,"Constitutional rights are not waived for a pandemic, an emergency, or any reason.

Constitutional rights are the bedrock of our country. Erode them, and you erode the foundation of America.

Elected officials abusing their power must be held accountable. https://t.co/mmN3FJnrDo"
122,"Great op-ed by @Jim_Jordan. Millions of essential workers have remained on the job during the pandemic.

@realDonaldTrump has been on the job 24/7 &amp; now the Senate is at work too.

But @SpeakerPelosi continues to lead from behind by refusing to #OpenTheHouse https://t.co/cD1vFBhewW"
123,"RT @Alyssafarah: Glad you asked, @JonahDispatch. Thread:
Feb 2: CDC expanded enhanced entry screening to 8 major airports 

Feb 4: FDA issu…"
124,"#COVID19 has reminded Americans of @SpeakerPelosi's true colors:

➡️Taking advantage of the crisis by delaying small business aid in a shameful attempt to push her liberal policy agenda

➡️Leading from behind, and refusing to come back to work

It's time to reopen the House. https://t.co/1m2LA4cFgo"
125,"This pandemic proved that government officials shouldn't be allowed to become oppressive dictators.

Emergencies should never be used as an excuse to destroy our civil liberties.

These petty tyrants should be held accountable.  https://t.co/ULPeUrSpdh"
126,"Where are all the ""women's rights"" abortion activists who so vehemently supported Blasey Ford?

Why isn’t the #MeToo crowd behind Tara Reade?

It's simple.

@JoeBiden is good for the abortion industry.

Therefore, he gets a pass. Nothing else matters. https://t.co/Z5CK6v8pvg"
127,"As more information emerges that #MikeFlynn was set up by the FBI, will the Dems and media who joined efforts to destroy him now come to his defense? 

Will they apologize? 

Absolutely not. Dems only defend one kind of American - their own kind.

Everyone else is a deplorable. https://t.co/K8ut6Z1WPj"
128,"RT @mattdizwhitlock: ""The World Health Organization should be ashamed of themselves. They're like the public relations agency for China.""…"
129,"RT @NateOnTheHill: “The American taxpayer is the single largest contributor of funding to the WHO"" &amp; Oversight ""has a clear duty to investi…"
130,".@realDonaldTrump has masterfully managed #COVID19.

He's protected Americans while successfully dealing with a hostile press corps &amp; faulty projection models.

Now @POTUS is leading America back to the booming economy we had 8 weeks ago.

Tremendous leadership, Mr. President!"
131,"RT @SteveScalise: Turns out the only ones who colluded with Russians were Hillary Clinton’s campaign &amp; the DNC.

Time for Comey’s crooked c…"
132,"It’s no surprise that @SpeakerPelosi gave control of the Select Committee to a member of her own leadership team who said the virus is a ""tremendous opportunity to restructure things to fit our vision.""

This is about preventing the reelection of @realDonaldTrump, plain &amp; simple. https://t.co/A0oeLeCERV"
133,"China contributed to the spread of #COVID19 across the globe.

Now it is exploiting ""opportunities"" created by the pandemic to increase its power.

We need to rethink our China policy.

For starters, let's end federal retirement funds investing in China. https://t.co/C3CLCdbj12"
134,"Disgraced @RepAdamSchiff recently claimed lives would've been saved if the bogus impeachment of @POTUS had been successful.

The radical Democrats will use the #COVID19 ""Select Committee"" to lay the road for impeachment 2.0 — anything to prevent @realDonaldTrump's reelection! https://t.co/RewT9BEQPZ"
135,"RT @JoeTalkShow: ***Show Time!***
The latest on the Wuhan Coronavirus Pandemic with Rep @CongressmanHice of Georgia and what's really going…"
136,"The longer the economic lockdown, the more difficult the recovery.

No amount of money from Washington can stimulate a shutdown economy. A free market requires commercial activity.

If Georgia businesses are able to reopen safely, they should be allowed to do so. https://t.co/5K4Lgc54X3"
137,"Who's going to pay for stimulus bill after stimulus bill? 

🚨There's no deliberation.
🚨There's no oversight.
🚨There's no talk of how we're going to pay for it. https://t.co/JTuw7Jgqh1"
138,"EIGHT real oversight mechanisms are already overseeing the federal virus response.

Yet none of them can be weaponized against @realDonaldTrump like a temporary ""Select Committee"" chaired by her own Whip.
 
This is @SpeakerPelosi interfering in the 2020 election, plain &amp; simple. https://t.co/3f7UPBmKcz"
139,"RT @GOPoversight: There are already 8 oversight processes to track virus relief.

So why does Speaker Pelosi want to add her ""select commit…"
140,"It's time to accept that many of the #COVID19 projections used to justify the economic shutdown were way off the mark.

We need to investigate why the models were inaccurate — and to hold accountable those who got it wrong.

https://t.co/UzRIKjhlB9"
141,"The same politicians &amp; media outlets who were outraged over @realDonaldTrump's early life-saving action to restrict China travel are ""outraged"" again.

These people have no shame.

@POTUS is making the right call to help workers &amp; save lives by temporarily halting immigration. https://t.co/n4tQlinlLy"
142,"We know China lied &amp; concealed data, enabling #COVID19 to spread internationally.

And we know China hoarded medical equipment, worsening shortages here.

Now this bombshell...

If true, Communist China not only exacerbated this #pandemic — it caused it.

https://t.co/GbtmWdtkSl"
143,"RT @GOPoversight: ""Republicans in Congress have also been continuing to push for information from the WHO. Republicans on the House Oversig…"
144,"Enough is enough.

China lied. People died.

The one who deserves praise for their response to coronavirus is @realDonaldTrump.

@POTUS acted early to restrict travel from China. He was criticized by Democrats, the media, the WHO &amp; China — all of whom now have zero credibility. https://t.co/XaOy6eKGjN"
145,".@realDonaldTrump is right to withhold @WHO funding.

The World Health Organization aided &amp; abetted China's #COVID propaganda campaign, spread misinformation, and resisted Trump's travel restrictions on China.

It's simple:

We get to demand answers because we pay the bills. https://t.co/SeiZs158m7"
146,".@Judgenap is spot on. Civil liberties don't disappear because there's a virus.

Across America, we're seeing inexcusably aggressive actions from state &amp; local officials — often w/ no real purpose or oversight.

Pandemic policies must submit to Constitutional rights. https://t.co/0FQySHh0wB"
147,"There's a fine line between pro-active health measures &amp; overly intrusive government controls.

Some policies like stay-at-home orders will inevitably be lifted. Others are more likely to survive the virus.

To preserve our liberty, we must be vigilant!

https://t.co/K1ogfSCN8P"
