,Tweet
17,"THANK YOU to the brave front line workers at @CommitforLife Gulf Coast Regional Blood Center for the work y’all perform daily to #StoptheSpread. If you have recovered from the virus, please consider giving PLASMA today! https://t.co/dqqNOiCiyg"
18,"We must remember to thank those in our communities keeping the country running through the #COVID19 pandemic for their work. A BIG shout out to our farmers, truckers &amp; other essential workers in #TX22 &amp; around America! https://t.co/bhY0icdyNs"
19,"Tragedy struck ⁦@houstonpolice⁩ this morning - Sgt Harold Preston was killed on duty. Our hero was 41 year veteran on verge of retirement. All 1 million plus in #TX22 extend our deepest prayers to Harold, family &amp; all in blue who keep us safe. #thinblueline #copslivesmatter https://t.co/M94DZ4bixM"
20,RT @COPearland: The City of Pearland is partnering with the @PearlandEDC and @LiftFundUS to provide COVID-19 related small business recover…
21,"RT @HoustonOEM: FREE+FAST+SAFE | Getting tested for #COVID19 empowers you to protect your family. Our sites are free, waits are minimal, re…"
22,A BIG shoutout to our front line workers fighting #COVID19! Thank you for keeping our streets safe &amp; our community healthy. #TX22 is better because of YOU! https://t.co/os52DpstbO
23,RT @PearlandISD: Today is #TexasEducationHumanResourcesDay! We appreciate our dedicated HR staff who work hard to make sure our schools are…
24,THIS THURSDAY: @VAVetBenefits undersecretary for benefits Paul Lawrence will be hosting a tele-town hall for veterans &amp; their families at 4PM CT. He will be going over updates on their #COVID response &amp; other initiatives. More details here: https://t.co/FXrf0UMOVL https://t.co/Dw52UZ70h5
25,Many changes in #Needville from #COVID19 in fall 2020. Harvest Festival cancelled. Masks on campus. What NEVER changes? LADY JAYS #1 IN TEXAS! Undefeated &amp; rolling to SEVENTH TEXAS CHAMPIONSHIP!!!!! ⁦@LadyJayVB⁩ ⁦@NeedvilleHS⁩ ⁦@mgiles219⁩ ⁦@NeedvilleA⁩ https://t.co/cD3iZim0zn
26,"October is #BreastCancerAwarenessMonth Join us as we remember all those we’ve lost to this heartbreaking disease &amp; stand with those who are still bravely fighting! Together, we can lift up every strong woman facing this battle! 🎀#BreastCancerAwarenessMonth https://t.co/i2RznmvQtL"
27,RT @BrazoriaCounty: We are reporting 5 COVID-24 cases today 10/04/20. Cases include:1 from tests administered over 2 weeks ago.  Please vis…
28,"The 30th BATTLE OF THE BERG happens tonight!!! BF Terry has 15 wins, Lamar Cons has 14 Ws. Kickoff 7pm, Guy K Traylor Memorial Stadium WITH MASKS! @LCHSMustangs @THS_RangerPride⁩. ⁦@BFTerryFootball⁩ ⁦@LCHS_Mustangs⁩ @LamarCISD⁩ https://t.co/x0Zs9Qrkdi"
29,I just awoke to find out that our President and our First Lady are in #COVID19 quarantine after testing positive yesterday.  They have the prayers and well wishes from #TX22 for a speedy and full recovery. @realDonaldTrump @FLOTUS
30,"RT @HHSGov: Make sure you’re properly cleaning your home to prevent the spread of #COVID19 🧼. Learn how from the @CDCgov:
https://t.co/A4VH…"
31,"On #NationalCoffeeDay we remember our beloved Lance Cpl. Phillip Carson who fearlessly gave his life in Afghanistan in 2005. He is from Pasadena TX &amp; we will #NeverForget his heroism. My prayers are with his family. We are with you, Phillip🇺🇸 https://t.co/AbJYn3doEq"
32,Today we remember all of our Veterans who served in Foreign Wars &amp; thank them for their selfless sacrifices to our great Country 🇺🇸 #VFWDay #VFW https://t.co/KERwyxytVx
33,HEALTH WARNING FOR #ROSENBERG #TX22 - AMOEBA IN WATER MEANS DO NOT DRINK OR SHOWER WITH TAP WATER UNTIL FURTHER NOTICE. FLUSHING TOILETS ONLY!!! More info ⁦@TCEQ⁩ ⁦@RosenbergTXGov ⁦⁦@fbcoem⁩ ⁦@BrazoriaCounty⁩. https://t.co/cwqMP44A7p
34,"#SpeakerPelosi OK letting #COVID19 hurt people, schools &amp; our economy. Only act after election. @HouseGOP &amp; I not OK. I just signed discharge petition to force the Speaker to be bipartisan &amp; stop the unnecessary damage. Moderate Dems want a bill - 19 need to sign to force vote."
35,"@SpartanRand @FBCSO Yes.  Really. Here’s me right now with Dr Martin Luther King, Jr in the US Capitol Rotunda and my Lone Star Mask. 👍 https://t.co/Tkp4gqoAY9"
36,"Republicans are working hard on our #CommitmentToAmerica by working to defeat #COVID19 and #rebuild our economy. My new bill, H.R. 8260, will help make our workplaces safer &amp; healthier for Americans everywhere as we get back to work! Read more here: https://t.co/HgJ1OIsXKq https://t.co/7JQdMRUfDV"
37,RT @hcphtx: All HCPH #COVID-19 test sites are closed today due to #TropicalStorm #Beta. We will continue to provide updates when more infor…
38,"@OutsideMid @SriPKulkarni You are a truly heartless, hyper-partisan person. I took off my mask for 2 minutes when I spoke to make sure the family of murdered Fort Hood soldier Vanessa Guillén could hear my words. Vanessa’s mother only speaks Spanish. Here’s the TRUTH you KNOW and refuse to show. 🖤 https://t.co/Nt6yHUvr2V"
39,"@OutsideMid @SriPKulkarni You are a truly heartless, hyper-partisan person. I took off my mask for 2 minutes when I spoke to make sure the family of murdered Fort Hood soldier Vanessa Guillén could hear my words. Vanessa’s mother only speaks Spanish. Here’s the TRUTH you refuse to show https://t.co/7hqCgyOycP"
40,"Be prepared, #TX22! Tropical Storm Beta is expected to make landfall this weekend &amp; will be bring high winds &amp; rain. Make sure your family is prepared for the storm by following the @CDCgov guidelines here: https://t.co/VNL88C3o7w https://t.co/4uV1kMed2D"
41,Happy Rosh Hashanah to all who celebrate across #TX22 and America! Shanah Tovah! 🍎🍏🍯 https://t.co/zQrCnLhYZt
42,"@SriPKulkarni All the medical &amp; science experts agree that wearing masks is most effective way to stop the spread of COVID. Is there a reason your mask is missing, then appears and disappears again in the video?"
43,@SriPKulkarni Why did your mask appear and reappear during the video?
44,TUNE IN as I honor a #TX22 constituent on the House Floor who lost his life to Childhood cancer:  https://t.co/Jl1QiYgvI5
45,"Thrilled @SeemaCMS listened to concerns of all #TX22 hospitals &amp; withdrew their proposed MedIcaid Financial Accountability Rule - “MFAR”. We welcome accountability, but this rule did more harm than good, especially w/ #COVID19. Thanks to @CMSGov @POTUS for acting on our concerns!"
46,"This photo was true when it was taken in Sugar Land on May 11, 2017. It’s MORE TRUE THAN EVER TODAY w/ #COVID19 - “THANK YOU UHSL NURSES!!!!” ⁦Y’all are true superheroes. @uh_con⁩ ⁦@UHatSugarLand⁩ ⁦@UHouston⁩ ⁦@UHpres⁩ @UH_News ⁦@tartk⁩ #JayNeal https://t.co/ikTjD8XxxV"
47,Sept is #ChildhoodCancerAwarenessMonth. Gold its color. @cancer_families having #GoldStroll to support. Mazie wore a gold bow &amp; I wore gold antennae for Faris Virani. ⁦Who will you support? @FarisFoundation⁩ ⁦@AjviraniAsha⁩ ⁦@fvirani1⁩ ⁦@TexasChildrens⁩ https://t.co/huw4KAR11x
48,"As a former ⁦⁦@USNavy⁩ pilot, I was honored to join the ⁦@cityofkaty⁩ ⁦@VFWHQ⁩ to pay tribute to the lives that were lost on 9/11. We will #NeverForget these brave men &amp; women who were killed with impunity. READ more here:  https://t.co/pyCU674nle"
49,"#WeRemember the victims of 9/11 in the buildings, planes &amp; on the ground.
 
#WeRemember the first responders who gave their lives.
 
#WeRemember their families, who we lift up today.
 
We will #NeverForget that dark day for as long as the stars shine bright on Old Glory &amp; beyond. https://t.co/KXUnph2weX"
50,"DYK: @SBAgov’s #PPP program granted 15,980 loans &amp; helped retain 150,657 jobs in #TX22! As we work to defeat #COVID19, this program is making a real difference here in #TX22 and across America! https://t.co/EoodtVvvP6"
51,"@OutsideMid @JohnnyMitchell4 @TruthOut4All Nice, selective &amp; totally misleading editing. Chronicle’s ACCURATE quote was “small but vocal group of antagonists”. Yep. ANTAGONISTS. Who went, via hired buses, directly to Clear Lake HS to antagonize at 2nd Town Hall. Sorry. I won’t help you further divide America. 👍👍🏽👍🏿👍🏼👍🏾👍🏻"
52,"@TruthOut4All @SBAgov @AdultEduCtrTx As your Congressman, thank you for complimenting me on my adherence to #CDC practices to prevent the spread of #COVID19!!!!! I’m sure you look even better in a mask than I ever could. Why won’t you post a photo of you wearing a mask like I did? C,mon - Join us to stop the spread!"
53,"As we continue our economic recovery from #COVID, the @SBAgov PPP program helped the @AdultEduCtrTx keep 12 full time staff employed. They have been educating adults in Pearland for 33 years! Thanks for inviting me &amp; for serving #TX22! https://t.co/yQsu1Lo8rX"
54,"Honored to share 2,400 @TECO_HTX masks w/the @AlvinSeniorCenter through ActionS! ActionS provides a weekly senior program from 8am-2pm which provides meals along with social &amp; fitness activities for seniors. These masks will help limit the spread of COVID-19. https://t.co/mnlm7p1Vrz"
55,"#OTD 75 years ago, Japan signed the formal surrender documents on the USS Missouri officially ending #WWII. Today, we remember the brave souls who gave their lives for our freedom and saved the world from tyranny. #VJDay https://t.co/w9fML5xFCW"
56,"@OutsideMid Do you think FDR’s actions were provocative towards Japan?   Why would FDR disregard entire Pacific Fleet Chain Of Command &amp; move our whole fleet to an island that would allow us to be attacked from north, south, east &amp; west? Why go to a dangerously crowded port w/ 1 egress? Why?"
57,"GREAT NEWS #TX22!!! ⁦@FLOTUS⁩ Melania Trump announced that your ⁦@WhiteHouse⁩ is opening for public tours! #COVID19 means changes. Only Friday &amp; Saturday, 8-11am. Starts September 12. Please go to my website at https://t.co/3GqKRii5Mm &amp; click on “Visit D.C.” for help. https://t.co/Jfhf5ORkWh"
58,"@jimdandrews WORRY of players, family, coaches and fans ending enough to play UIL 4A football in Stafford.  They will  be 100% complaint with COVID19 social distancing for spectators. Why don’t you come to the game and see for yourself?"
59,"Months of pandemic worry are ending. ARE YOU READY FOR SOME SPARTAN FOOTBALL?! Our guys start the march to the 2020 playoffs TONIGHT! At home, 6pm kickoff. Means 1st #Spartan TD by 6:10. Don’t be late. ⁦@SMSDHigh⁩ ⁦@StaffordMSD⁩ ⁦@Stafford_Sports⁩ #SpartanPride https://t.co/sVFNTO4Ych"
60,@LiLisiLiz @AndrewYang Our Founding Fathers put the Census in Constitution to pit state vs state. Growing states w/ higher populations get more federal dollars b/c they’re winning healthy competition among states Founders wanted. Why is dying CA spending $90M for 2020 Census? To send $$$ to TX? Nope.
61,A little rain last week &amp; the challenges of #COVID19 could not stop #Needville Elementary &amp; #NeedvilleISD from safety welcoming young #BlueJays &amp; parents back to class! Looks like the 2020-21 school year will be great! https://t.co/p7iiYBs9Bm https://t.co/O6ieLsSiRd
62,"RT @TXAG: In the wake of #HurricaneLaura, Texans who have encountered price gouging, fly-by-night door-to-door contractors or other disaste…"
63,"3 years ago, #Harvey wreaked havoc on Texas, bringing almost 60 inches of rain, claiming too many lives &amp; causing billions in damage. Folks came together &amp; showed the world what #HoustonStrong meant. My prayers are with the families who lost loved ones from this tragedy."
64,My final stop on our #HurricaneLaura modified #HonkForHeroes car parade was ⁦@memorialhermann⁩ Sugar Land! My #Spidey mask is worn for the REAL superhero doctors &amp; nurses at MHSL as they battle every day to #StopTheSpread of #COVID19! #ALLIN @SugarLandtxgov #FortBendStrong https://t.co/rr175QqGUz
65,Next stop on #HurricaneLaura modified #HonkForHeroes car parade? @CHI_StLukes Sugar Land! My #Spider-Man mask is tribute to the REAL superhero doctors &amp; nurses at St Luke’s as they fight to #StopTheSpread of #COVID19! #ALLIN ⁦@SugarLandtxgov⁩ @sfoster23 #FortBendStrong https://t.co/3Dh8euBOwn
66,"⁦@SugarLandtxgov⁩ #ALLIN for our Healthcare Heroes - #HonkForHeroes! No planned car parade b/c of #HurricaneLaura, so I put on superhero #Spider-Man mask to honor the real superheroes - the doctors &amp; nurses at @MethodistSLHospital fighting to #StopTheSpread of #COVID19! https://t.co/qXTSghJf7Y"
67,RT @hcphtx: 🚨Our #COVID19 test sites are closed today and tomorrow (Thurs. 8.27) due to #HurricanLaura. We will continue to provide updates…
68,RT @RedCrossTXGC: Understand that your planning may be different this year because of the need to protect yourself and others from COVID-19…
69,"It’s a HORNET SWARM on the 1st day of school at Hutchison ES!!! Some students in class, some virtual because of #COVID19. Our admin team, faculty &amp; the Mother of Texas, #JaneLong, are ready for any challenge!!! ⁦@LamarCISD⁩ ⁦@HutchisonElem⁩ https://t.co/Aqw7djPP6e"
70,#Stallion welcome mat is ALWAYS rolled out at Walker Station ES - awesome 2020-21 start! Admin &amp; faculty didn’t miss a beat w/ all classes virtual b/c of #COVID19. And there’s more - we are only Learning Center for future @SFAHS_Bulldogs! @WSE_Stallions @kate_kargbo @FortBendISD https://t.co/5CqtYb4JZl
71,"After ⁦@SWE_Explorers⁩, went by First Colony MS. The Bobcat faculty &amp; admin team are excited to teach our kids w/ highest #COVID19 safety possible. “GREAT FIRST WEEK BOBCATS”! Your “hard work” gets us in class ASAP! ⁦@FCMSBobcats⁩ ⁦@FortBendISD⁩ @CourtneyMuceus https://t.co/qaqDwaGmvo"
72,"Kate &amp; Grant’s elementary school, Settlers Way, finished 1st week of school under #COVID19. Passed w/ flying colors! No need to worry. Our faculty &amp; admin team are ready for anything - “WE’VE GOT THIS!!!” ⁦@SWE_Explorers⁩ @AP_Emery ⁦@FortBendISD⁩ ⁦@JulieBorque⁩ https://t.co/U0E60FH8Wh"
73,"RT @Readygov: While preparing for a storm, consider #COVID19 safety guidelines:

✅ Review your family emergency plan
✅ Add hand sanitizer a…"
74,"STAY SAFE: In case of emergency (ICE), keep an emergency kit packed, know where or who exactly you will stay with during an evacuation &amp; keep your car filled with a tank of gas! https://t.co/GbQDHRaINp"
75,"Please pray for two global, American, Texas, Houston &amp; Rice University icons, former Secretary of State James Baker &amp; his loving wife, Susan. Both are fighting #COVID19. @BakerInstitute @RiceUniversity @GeorgeHWBush https://t.co/H1dyzMLaOG"
76,"PLEASE KEEP AN EYE ON THE GULF!!! Per our friend, Travis Herzog at KTRK13, we may get hit by a strong tropical storm Tuesday. Begin preparing for the storm NOW, especially if you are quarantined for #COVID19. ⁦@TravisABC13⁩ ⁦@abc13weather⁩ ⁦@NWSNHC⁩ #TX22 https://t.co/SfIbuejJen"
77,Great visiting with @IowaColonyTX Mayor Michael Byrum-Bratsen today! We discussed the impacts of COVID-19 on the Iowa Colony community and the current situation surrounding #PPE. Y’all are doing great work keeping Iowa Colony a shining community in #TX22! https://t.co/7TEOkwxdC2
78,"High school student Wesley Yuen is a natural problem-solver who has used his skills to help @NASA curb #COVID19 infection risks going to &amp; from the #ISS as part of the SEES program. You've made your family, the @CHS_Rangers community &amp; #TX22 very proud! https://t.co/e3XbR7qtPo"
79,"Great visit with Friends of North Richmond yesterday. During COVID, they have been partnering with the local schools districts &amp; nonprofits to ensure they have food &amp; physical resources to help those in need during these uncertain times. Keep up the good work for #TX22! https://t.co/dS1PQ23myG"
80,Congratulations to Jerry Ashworth on being named CEO of @MemorialHermann Katy and Cypress hospitals! I look forward to seeing your leadership in our community as we continue to #StopTheSpread of #COVID19. https://t.co/y2MViF4K3Q
81,"https://t.co/dhcAWBLql4 is swarming Richmond! Heading to #COVID19 update, dropped by to check the progress on 21st Century Fulfillment Center! 850K square feet, ZERO tax incentives &amp; ONE THOUSAND JOBS!!! ⁦Opens 2021. @amazon⁩ ⁦@FortBendCounty⁩ ⁦@RichmondTXPIO⁩ https://t.co/k29Wv6a4VG"
82,"@isky_UniG33k Please pay attention. Speaker Pelosi announced that any vote on a postal bill will be in SIX DAYS, SATURDAY, AUGUST 22!!! At the earliest! No activity before then. Sorry, I won’t waste 6 days &amp; your taxpayer $$$ in DC when I could be working #COVID19 issues at home."
83,"A picture is worth ONE MILLION words. “Heroes Fighting For You” at Houston Methodist Sugar Land! 24/7/365. They’re AMAZING fighting #COVID19. Honor them w/ me &amp; others at drive-by parade, 7pm, Aug 25. Details @SugarLandtxgov⁩. ⁦@MethodistSLHosp⁩ ⁦@MethodistHosp⁩ https://t.co/CDqohTuoNs"
84,"WELCOME BACK COLONY MEADOWS ES!!! Drove by a few minutes ago. Y’all look ready to rock. Whether it’s #HurricaneHarvey or #COVID19, the Tigers never falter - they are ready to Inspire, Equip &amp; Imagine! ⁦@CME_Tigers⁩ ⁦@PrincipalMCB⁩ @AP_JackieBoyd ⁦@FortBendISD⁩ https://t.co/m1VD2Uto5j"
85,Humbled by the support from @AccessHealth_TX during #NHCW20. Our health centers provide a vital role in keeping our communities healthy &amp; I’m working to ensure that they have the resources needed during the #COVID19 pandemic. #ValueCHCs https://t.co/EBOl0eIvBK
86,"I’m proud to say that of all elected officials in #SugarLand, #FortBendCounty, #Austin, #WashingtonDC &amp; a world of 8 BILLION humans, I am the only one with a Sugar Land Lightning Sloth T-shirt and a #COVID19 Skeeters Mask! See you at Constellation Field. ⁦⁦@SL_Skeeters https://t.co/SrgGtiJoPX"
87,"TOMORROW, per @JudgeKPGeorge's announcement there will be FREE #PPE kit distribution from 8AM — 2PM at the Fort Bend County Fairgrounds in Rosenberg. Masks, hand soap &amp; hand sanitizer included. Check out further details here: https://t.co/Lb7yXlqEZI"
88,Deeply sad that Legendary Football Coach Bill Yeoman passed away. He was a pioneer in helping integrate college athletics who brought @UHouston to natl prominence. UH’s longest serving coach will never be forgotten. May he have fair winds &amp; following seas in Heaven. https://t.co/2qZrjcgYjk
89,"Lightning Sloths, a Hall of Fame “Rocket” &amp; living fans in the stands at a pro baseball game. Only at #ConstellationField in ⁦@SugarLandtxgov⁩. Nance &amp; I went to last night’s game. With masks &amp; social distancing, we had a ball. @SL_Skeeters⁩ #ConstellationEnergyLeague https://t.co/Lu46lkydJP"
90,Great visit with @StLukesHealth yesterday! We discussed the need for telemedicine post pandemic &amp; other challenges all hospitals are facing due to #COVID. I’m bringing their concerns to Congress. Keep up the great healthcare for #TX22! https://t.co/9gBR27CyPD
91,"Today, it was an honor to recognize Stephanie Wang, a Seven Lakes H.S. student for writing the book, Epidemiology Unmasked: An Introduction to Epidemiology in Public Health! What an impressive accomplishment for such a young person. Thanks for being a #TX22 #GoodWillCreator! https://t.co/Y42hDv228r"
92,"Today, we remember &amp; honor all of the brave military service members who have been wounded or killed selflessly serving our country on the line of duty. As always, our service members and their families –past and present– are in my prayers. #PurpleHeartDay https://t.co/uR2ExTWR5s"
93,"With all the changes, challenges &amp; uncertainties our families are facing sending their kids back to school with #COVID19, our friends at ⁦@MethodistSLHosp⁩ ⁦@MethodistHosp⁩ have great advice for back-to-school concerns &amp; questions. ⁦ https://t.co/Ah4Te8AEIb"
94,"Reminder @katyisd parents!  Due to #COVID19, you must choose today if you want to start the 2020-2021 school year with virtual classes! https://t.co/iS9YKrAKlB"
95,NEXT SAT. AUG 15 in #TX22 there will be #PPE distribution &amp; FREE #COVID19 testing in Missouri City from 11AM to 1PM at Christ Temple of Deliverance. More information can be found here: https://t.co/zH09f4c3MP
96,ATTN #Harris Co.: FREE #COVID19 surge testing is coming to @PridgeonStadium &amp; the @SanJacCollege Central campus starting 8/6from 6AM to 1PM. Register by calling 832-927-7575 or by visiting https://t.co/zU0DNxKjVp.
97,ATTN: #FortBendCounty: the @TXMilitary will be conducting #COVID19 testing at the Fort Bend County Fairgrounds in Rosenberg TODAY! Appointments are needed to get tested &amp; can be scheduled by calling (512) 883-2400 or by visiting this link: https://t.co/xL7YRvC2yU
98,"Wishing a happy Eid al-Adha to our vibrant #TX22 Muslim community. Have a good, fun and safe holiday, and don't forget to wear a mask! https://t.co/zfW8AkTbuI"
99,"GOOD NEWS FROM #TX22: Thanks to the generous donation from @TECO_HTX, my team was able to provide 2,400 masks to the @BrazoriaCoNAACP for their event this weekend. Hope it’s a great event! https://t.co/6Xu8X2Gg4G"
100,"FYI: Pearland ISD trustees have set Mon. Aug. 31 as the first day of school, opting for the late start in response to the high # of COVID-19 cases in the region. https://t.co/hA2jYM6Qrh"
101,Took a walk around the Capitol wearing my hat from the ceremony naming one of our @USNavy ships after @RepJohnLewis. He was a civil rights legend whose commitment to racial equality helped shaped our nation into the great place it is today! https://t.co/NBfIH62KY9
102,ATTN: #FortBendCounty: the @TXMilitary will be conducting #COVID19 testing at the Fort Bend County Fairgrounds in Rosenberg TODAY! Appointments are needed to get tested &amp; can be scheduled by calling (512) 883-2400 or by visiting this link: https://t.co/xL7YRvC2yU
103,RT @SugarLandtxgov: https://t.co/1jD6vsCDCo
104,ATTN: #FortBendCounty: the @TXMilitary will be conducting #COVID19 testing at the Fort Bend County Fairgrounds in Rosenberg TODAY! Appointments are needed to get tested &amp; can be scheduled by calling (512) 883-2400 or by visiting this link: https://t.co/xL7YRvC2yU
105,"GOOD NEWS from #TX22: #SugarLand Councilmember @NKermally, Manish Sheth &amp; Apurva Parikh have been keeping our hospital heroes fed as they battle #COVID19 on the front lines through their food drive. Thank y'all for doing your part to #StopTheSpread! https://t.co/Bwp7G7LCEq"
106,"ATTN #TX22: #HurricaneHanna has made landfall, bringing heavy rains &amp; more bad weather with her. Make sure you stay safe as we weather the storm! Check out the @CDCgov’s hurricane preparedness guide during the #COVID19 pandemic here: https://t.co/IZKpf27t0q"
107,"ICYMI: Good trend, for the last seven days, the positivity #COVID19 rate in Texas has been declining every day from the peak 17% to 13.9%  https://t.co/bpp8S6kvA2"
108,ATTN: #FortBendCounty: the @TXMilitary will be conducting #COVID19 testing at the Fort Bend County Fairgrounds in Rosenberg TODAY! Appointments are needed to get tested &amp; can be scheduled by calling (512) 883-2400 or by visiting this link: https://t.co/xL7YRvC2yU
109,"It’s that time of year again, #TX22: #hurricane season is upon us! Check out the @CDCgov’s helpful guide on hurricane preparedness in the #coronavirus pandemic: https://t.co/e8HjmlYHK6 https://t.co/noMdg4T1Fc"
110,"#TX22 DON’T FORGET: we all must do our part to #StopTheSpread of #COVID19. Remember to wear a mask, wash your hands, stay home when sick &amp; socially distance when possible. Together we can curb COVID! Check out my #coronavirus resource guide here: https://t.co/b95Ud494NT"
111,"@OutsideMid @Nationals @SL_Skeeters @SwatsonSkeeter @rogerclemens I apologize.  Since you opened your Tweet with the usual attack on me (about DC mask rules), I assumed you were in the usual full attack mode on the Taney Bust.   Your recognition of my vote is tremendously more powerful than any statement I could have issued.  Thank you."
112,"Don’t forget to wear a mask, #TX22! We all must do our part to #StopTheSpread of #COVID19. Remember to wash your hands, stay home when sick and socially distance when possible. Together we can curb COVID! Check out my #coronavirus resource guide here: https://t.co/b95Ud3RtWl"
113,"Today we acted to help the men and women who protect the homeland by passing the #NDAA. As a Navy veteran, I’m proud to support our servicepeople and give the raise they deserve. https://t.co/eds4Ze7mUC https://t.co/EwcXNjJg21"
114,"#TX22 - Keep watching the Gulf! The disturbance/depression that is coming our way just upgraded from a maximum 40% chance of development to a max of 60%. If you are currently in quarantine because of possible #COVID19 exposure, be thinking about your needs if flooded or evacuate."
115,Rampant abuse from @HouseDemocrats radical rule change to let Members stay home while another votes for you in DC. Why the change? #LeaderHoyer: Voting “poses a mortal danger to the health of members.” Can’t see Dem Greg Stanton’s “mortal danger”. Can you? https://t.co/SmADD5hIsU
116,Mayor Charles Jessup and the Meadows Place Police Department have been working around the clock to protect the folks of Meadows Place and #StopTheSpread of COVID19. Thank y’all for being courageous #TX22GoodWillCreators! https://t.co/AExdGsccUW
117,"President George H.W. Bush brought the G-7 to ⁦@RiceUniversity⁩ 30 years ago. Today, demonstrating simple acts we all can take to beat #COVID19, he brought Rice Letters, Science &amp; Art to the US Capitol! ⁦@GeorgeHWBush @davidleebron⁩ @BakerInstitute ⁦@RiceUNews⁩ https://t.co/ktFx1r7ZyH"
118,".@PearlandHighSch students &amp; #TX22GoodWillCreators Isaiah Torres, Stephan Torres &amp; Jasmine Saenz started Drive By Heroes to bring joy to our community and people together during the #COVID19 pandemic. I honored these real-life superheroes for their work on the House floor today: https://t.co/xYLGEhF4sP"
119,"@OutsideMid Sorry.  I work for 1,000,000+ in TX22. They’re Tweets are focused on Judge KP George, my Congressman Colleague &amp; Civil Rights icon John Lewis going home to God, COVID19 Pandemic, and new Congressional legislation for COVID19 relief.  You seem to be out of touch with most of TX22."
120,".@PearlandHighSch students Isaiah &amp; Stephan Torres, w/Jasmine Saenz started Drive By Heroes. They dress in costume &amp; visit children to spread cheer during COVID for donations to the Pearland Neighborhood Center. These Drive By Heroes are fantastic #TX22GoodWillCreators! https://t.co/HDMUiqgdsq"
121,"Brazoria County residents, free COVID-19 testing at Alvin Community College today. Visit https://t.co/75ek8Vsp8V or call 1-844-778-2455 for an appointment. @accnews 
https://t.co/vCKtf3duDC"
