,Tweet
22,"Luis Ayala, who runs Ayala’s Barber Shop on North Main Street, has been cutting hair with passion &amp; precision for generations of Fort Worth residents since 1945. Yesterday, Ayala, who turned 90 this month, was recognized by the State of Texas! Learn more:
https://t.co/J5YVWM3HcY"
23,".@SpecialOlympics embodies the positivity of the Olympic spirit. So does Everett King, the Fort Worth chapter's Program Director, who moved activities online to engage athletes amid the pandemic. I'm proud to support @SOTexas &amp; met with its team this year.
https://t.co/JVYr18Znaz https://t.co/uOq96o7SIT"
24,"The @NASFortWorthJRB plays a Texas-sized role in the safety &amp; security of our great state &amp; country. I toured the base today, joined by its new Commander CAPT Mark McLean, a native Texan &amp; accomplished naval aviator who recently returned to his home state to lead our city’s base. https://t.co/Ai0nrpyi3a"
25,"According to @FeedingTexas, the number of food-insecure Texans has doubled during the pandemic. Luckily @TAFoodBank’s Mega Mobile Markets continue to have a mega impact in #TX12, distributing fresh produce to families every week. Learn more &amp; get involved: https://t.co/5rVQCFLTii"
26,"Big news for @UNTHSC! The HSC will lead the #Texas portion of a national @NIH project helping minority communities, which have been disproportionately affected by the coronavirus, overcome mistrust and misinformation about vaccine trials. Read more: https://t.co/eBsNXZAnJV"
27,"A new public-private partnership between @fortworthpd, @MHMRTarrant, &amp; #FortWorth’s Morris Foundation will assure officers are trained to de-escalate crises involving those with mental health issues, keeping us safe &amp; protecting the vulnerable. Learn more:
https://t.co/qIKyuSg3q9"
28,"In #FortWorth's Stop 6, the Lady Butterfly Urban Garden has teamed up with @American_Heart to act as a resource for local children on gardening and healthy eating. Learn more about how a local garden can change children's views on nutrition: https://t.co/iReRAj1OjO"
29,"Everyday heroes can be found throughout #TX12, &amp; one of those is Faiha Al-Atrash, a @FortWorthISD employee who helps feed and pay bills for families struggling amid the pandemic. Click⤵️to learn more, including how to get involved &amp; help neighbors in need:
https://t.co/EGn6u54n5Z"
30,"A big congratulations to one of #TX12’s smallest residents, second grader Ana Pinto, who is a Finalist in the @FMCSA’s annual nationwide elementary school art competition. Ana’s artwork on being road smart will be featured in @FMCSA’s annual Road Safety Art Calendar! https://t.co/ShqMNe2PuU"
31,"It’s in our DNA as Texans to lend a mighty hand to neighbors in need, and the Northside Community Health Center is testament to that. Read my latest newsletter on #TX12’s only community health center, which I’ve been proud to support since day one: https://t.co/Ys55KKUJHz. https://t.co/yMmWiHbk4N"
32,"#TX12 is home to 55,300 veterans, but some patriots who left home to defend our nation never returned. Today, we pay tribute to those 80,000 Americans who remain missing in action, &amp; to those who endured the horrors of being a POW. We are in your debt, &amp; you are #NeverForgotten. https://t.co/6YlXzNqZjj"
33,"Today, the @usairforce celebrates its 73rd birthday! #TX12 is home to thousands of airmen and reservists stationed at @NASFortWorthJRB, and I’m proud to count two Air Force fellows among my staff. Thank you, to those who keep our skies safe, for your service and dedication. https://t.co/cBpf7zKUaM"
34,"Today is the @NETarrant Chamber's ‘Hometown Heroes’ event, which celebrates Northeast Tarrant County's community heroes like veterans, police, healthcare workers, &amp; volunteers. Get inspired to make a difference in our community by watching the event here: https://t.co/sPr6vOyvWR"
35,"While COVID-19 cases are declining in #TX12, ensuring safe, sanitary housing is among the best ways to further slow its spread. Read my press release on how nearly $10M in @HUDgov grants will help our community reduce risk as we continue to safely reopen: https://t.co/MsIhsU5QpI. https://t.co/a7Ja4Q0NM4"
36,"Attention all Tarrant County residents who are looking for a job: @TrinityMetro is helping out and can take you to your interview or job fair for free!
 
Visit here for more information: https://t.co/nBUTEMPZ57"
37,"Congrats to Michael Satterfield, who recently received the Texas Medal of Valor! He interned with my office in 2017 while at @TCU on a VA scholarship. While studying online at @GeorgetownLaw, he remains devoted to service, also working as a @springtowntxpd peace officer. https://t.co/R9AgVhMKGX"
38,"19 years ago, tragedy struck American soil, and our country was impacted forever. Today, we honor the nearly 3,000 innocent Americans who perished on September 11, 2001 and pay tribute to our heroic first responders who risked their lives to save others. We will #NeverForget. https://t.co/q0A3j6JNTM"
39,"The spirit of innovation and the compassion of Texans is helping our community overcome uncertain times. A new telemedicine partnership between @WfordCollege and Parker County Hospital District has led to a new health clinic opening on campus! Learn more:
https://t.co/JKb526UrFy"
40,"There's a lot of great news coming out of #FortWorth’s @bswhealth_DFW, which set a record in August by delivering 581 babies in the middle of a global pandemic! Learn more, including about some of #TX12’s tiniest new residents, here: https://t.co/XjKM29Ub4Q"
41,"It’s hard to see how so many students have had their educations disrupted by this year's pandemic. But thanks to the generosity of donors, @WfordCollege is awarding a record number of scholarships this year—even breaking a previous record set last year!
 
https://t.co/WkC9CWUKml"
42,"TX12 is home to thousands of military members &amp; their families from every branch, with over 11,000 guard, reserve &amp; civil servants at @NASFortWorthJRB alone. In this difficult year, the @DeptofDefense is expanding mental health support for service members: https://t.co/kWrfqC2xmj"
43,"I fought to ensure rural Texas hospitals and clinics weren't overlooked when Congress passed the #CARESAct &amp; the PPP and Health Care Enhancement Act. Glad we have @UNTHSC as a key partner in that fight.

Learn more from @DrMRWilliams &amp; Senator @JohnCornyn: https://t.co/MgVQAkPxJD"
44,"#TX12 is home to thousands of @TexasGuard soldiers who strengthen our community &amp; national security. I’m humbled to receive the Truman Award, @NGAUS1878’s highest honor, &amp; proudly 'Always Ready, Always There' for our @USNationalGuard. Read my Newsletter: https://t.co/LXPKUc9t0s. https://t.co/ECG3ethKwf"
45,"Best wishes to @TAMULawSchool Professor @GabrielEckstein, who is speaking at a global forum today, “New Paradigms in Environmental Law”. He received the invitation from an organization connected to Pope Francis and the Vatican!

Learn more about his work:
https://t.co/nldYEmln0h."
46,"90 UNT Health Science students will be getting hands-on experience in the fight against the coronavirus through a $1.9 million partnership funded by the #CARESAct, which will help @UNTHSC and @TCPHtweets with contact tracing in our community.
 
Learn more: https://t.co/pipid4jZ7m"
47,"Three TX12 high school football players are ranked among America’s top high school scoring football players, in a list going back decades! Congrats to Springtown’s Cameron Rickett, and Aledo’s Jace McClellan and Johnathan Gray—who is #2 on the entire list!
https://t.co/hkjglWHlwG"
48,The @EPA has approved a new antiviral spray for use by @AmericanAir—which is headquartered in #FortWorth—to kill the coronavirus inside its planes. Glad to see #Texas has a new tool that helps keep the public safe and healthy. https://t.co/tJxBz6Okve
49,"#TX12 small businesses that missed out on coronavirus aid are gaining a new option. Thanks to the #CARESAct, nearly $9M in grants will be awarded to small businesses through @UWTarrant. Learn more here: https://t.co/HpNhtZY7Iu."
50,"Yesterday, our community came together to lead a parade for 11-year-old Cline McMurry, who embodies all of the can-do attitude and fighting spirit of our city in his battle with child Leukemia. Your #FortWorth family is behind you, Cline! Learn more here: https://t.co/Kg34r9aDI2."
51,"#CARESAct funds are still available to #FortWorth families unable to pay rent or household expenses due to #coronavirus. Learn more: https://t.co/G9mxlLX31y.
If you know a neighbor in need unable to access online resources, tell them to call Neighborhood Services at 817-392-572."
52,.@JDRF works tirelessly on a cause important to me: finding a cure for type 1 diabetes—and they recently made a strong advance in their research. I’ve visited their #FortWorth location before to see firsthand how they keep #TX12 healthy &amp; safe. Learn more: https://t.co/5QUQIGYMSH https://t.co/YFDYeiToi8
53,Texas Wesleyan alumna Diana Gerrard had been researching molecular biology since graduation—but that changed when she was called on to use her expertise to improve coronavirus testing. Read about Diana’s frontline work and her time at @TexasWesleyan here: https://t.co/EWMkOz1JGV.
54,"Our city is home to nearly 300 parks, making the Fort Worth Director of Parks and Recreation a big job! Congrats to @FortWorthParks Director Richard Zavala, who was recently honored by @NRPA_news for his service to our city.

Learn more about Richard here: https://t.co/tJWPKfhFSR"
55,"Congratulations to @SHSPorcupines' volleyball coach Leighann Strickland, who recently received her 300th career win when she led the girls' volleyball team to victory again! Learn more about Coach Strickland, a #TX12 native, from @WCMessenger: https://t.co/kmBHX1NiVT."
56,"100 years ago, the #19thAmendment  was passed, giving women the right to vote and the chance to take their rightful place in our democracy. Today and every day, I’m proud to work with trailblazing women who shape our country and whose work guides us towards a more perfect union. https://t.co/4gypow5PeM"
57,RT @FWOEM: The @CityofFortWorth &amp; @TarrantCountyTX continue to expand #COVID19 saliva testing to residents throughout the community. Click…
58,"Today marks 85 years since the Social Security Act was signed into law. Especially during the #coronavirus pandemic, #socialsecurity has been an essential program for our seniors and disabled Americans, including for 127,676 people of all ages in #TX12. #Happy85SocialSecurity!"
59,"If you're having trouble paying rent or other household expenses due to #coronavirus-related hardships, your family may be eligible for assistance from the @CityofFortWorth's Coronavirus Relief Fund, funded by the #CARESAct.

Learn more here: https://t.co/zMRnnzSxty"
60,"Our city has lost a hometown hero in the passing of Fiske Hanley, the Fort Worth native and WWII veteran whose time as a POW in Japan partially inspired the book and movie “Unbroken.” Learn about Fiske's story in a @dcexaminer piece from earlier this year: https://t.co/ogPELff2TK"
61,"RT @TAFoodBank: Another reminder that you have 2 weeks left to apply for P-EBT (Pandemic-EBT), a one time benefit for families with kids wh…"
62,"I’m happy to share that Tarrant and Weatherford County public agencies are receiving over $1.5M, though @HUDgov grants made possible by the #CARESAct, to support the health and safety of the low-income residents they serve. Learn more in my press release: https://t.co/4E3rQ1lDu4. https://t.co/495IGafwgy"
63,"Overcoming the invisible enemy only works if we all work together. If you've recovered from the #coronavirus, you’re in a special position to help others recover too, &amp; help our country beat the virus.

Consider donating your plasma. Visit https://t.co/PPCXkMD1rO to learn more. https://t.co/jLFO3Ed7On"
64,"As TX12 overcomes the coronavirus, we have our healthcare champions like @JPS_Health—which was recently named Top Hospital in America—to thank. Read my Newsletter on how our metroplex’s excellent hospitals are saving lives and even serving social justice: https://t.co/3OkXKoiNPB. https://t.co/lU27Ocxln7"
65,"Today is #PurpleHeartDay, a day to honor and remember those who were wounded or made the ultimate sacrifice to protect our freedoms.

To our #TX12 veterans: we are forever in your debt, &amp; today we especially pay tribute to those of you who suffered and sacrificed for our country. https://t.co/Z9bYMZK8Z7"
66,"Last night @CityofFortWorth declared Aug. 4 'UNT Health Science Center Day' for the center's frontline role in our community’s coronavirus response. @UNTHSC has provided free testing, and students have donated over 5,500 volunteer hours to fight the pandemic. Thank you, @UNTHSC!"
67,"""Protect and serve"" is more than a slogan for #FortWorth’s police and firefighters. This weekend the @fortworthpd and @FortWorthFire teamed up to install new AC units, which were donated by members of our community, for those who need them.

Learn more: https://t.co/Slcbhj9PCl"
68,"LTJG Madeline Swegle, the @USNavy’s first Black female tactical jet pilot, received her 'Wings of Gold' on Friday at the Naval Air Station in Kingsville, #Texas. Learn more about LTJG Swengle, who will be based here in Texas, and her historic achievements: https://t.co/ydojkRi3wa https://t.co/7ObJWm56Fs"
69,"RT @TDEM: Looking for a #COVID19 test in TX?

There are over 1,680 locations statewide to get a #COVID19 test today. Follow these steps👇🏼…"
70,"Today marks 67 years since the signing of the armistice that ended the Korean War and secured freedom and democracy for South Korea. Today, we say thank to those brave veterans across the country and in #TX12—home to over 57,500 veterans—who fought for freedom in the Korean War. https://t.co/JvpEmoIyhQ"
71,"The coronavirus pandemic has shown us the deadly consequences of relying on countries like China for key medical supplies. 

Read my latest op-ed for @thehill on how Congress is countering China's destructive actions: https://t.co/xjSd3KLuzE"
72,"Our growing metroplex needs infrastructure that keeps our momentum moving. The transportation appropriations bill would fully fund #TEXRail’s expansion to the #FortWorth Medical District, where over 40,000 people work or visit daily, &amp; improve community access to health services."
73,"It was an honor to serve alongside John Lewis, a civil rights hero and visionary who challenged and changed our country in a profound way. Today, America mourns the loss of a man who guided us towards a more perfect union."
74,"I proudly helped lead @NTACHC’s campaign to secure the funds to make the Northside Community Health Center, now the Morris Foundation Building, a reality. The Morris Foundation's $1M grant will help the building in its mission of providing healthcare to underserved North Texans. https://t.co/dKQjUBkrPd"
75,"Remember your mask this weekend!

#FortWorth is leading a campaign to remind North Texans to wear a face covering to keep our region open. Watch the PSA that will be airing on your local TV stations soon⤵️

And visit https://t.co/sf3leMNzcR for more info and helpful resources. https://t.co/TIKGJyX31S"
76,I also fought for smaller defense companies who are the backbone of the defense industry. The bill includes $758 million to help these suppliers navigate the challenges posed by #coronavirus and keep their doors open and their workers employed.
77,"Smart public-private partnerships keep #TX12 innovative and unique. A new collaboration between @UNTHSC, @FitWorth, &amp; @GoFreshProduce is expected to provide fresh, healthy produce to up to 54,000 of our food-insecure friends and neighbors. Learn more here: https://t.co/N0cuc6QAnL"
78,"One #FortWorth native, Petty Officer 1st Class Tony Christopher III, is on the front lines of our @USNavy's efforts to maintain its healthy and ready fighting force in the face of the invisible enemy. Read more here about our hometown hero: https://t.co/UklWDRgdym"
79,"Congratulations to @JPS_Health for being named the best hospital in America by @monthly! Earlier this year, I saw firsthand how JPS helps our community save lives, money, &amp; keep us all healthy. Read more about how JPS sets the standard for quality care: https://t.co/hkOknmxe2A https://t.co/4ZaAvmnOvl"
80,"#ICYMI:  @SBAgov is now accepting applications for the #PaycheckProtectionProgram until August 8th to help more small businesses and their employees recover from the economic impact of the coronavirus. 

Find a lender: https://t.co/rn4DVHLtzT

Learn more: https://t.co/LqlYzcVboD https://t.co/8LjbEtxDTB"
81,"RT @HouseGOP: A look at June's historic #jobs numbers:
 
+ 2.1 million leisure and hospitality jobs
+ 740,000 retail jobs
+ 356,000 manufac…"
82,"A free walk-up test site for the #coronavirus is coming to the Stop Six neighborhood tomorrow, July 6th through Wednesday, July 8th. No appointments are required. 

For more information ➡️ https://t.co/ymOl3l0lpd

To locate a test site anywhere in Texas ➡️ https://t.co/bTs8GywdBK"
83,"Now more than ever, come together for a #HealthyTexas. By following these simple guidelines below ⤵️, we can dramatically slow the spread of the #coronavirus and save lives. 

To get tested at any of Texas’ 950 test sites, click here: https://t.co/bTs8GywdBK https://t.co/urXaKqftTY"
84,FREE masks are available for Fort Worth businesses ➡️ https://t.co/m7cERylN4c
85,"Remember to #MaskUp while in #FortWorth businesses to protect our neighbors and keep our city open!

For FAQs on the new mask requirement, see here ➡️ https://t.co/OPB1U0Qdca"
86,"#TarrantCounty, #MaskUp: @judge_whitley’s ordinance requiring masks to be worn in businesses takes effect at 6:00 p.m. Taking small steps like wearing a mask to keep our neighbors healthy is essential to keeping Fort Worth and Texas open for business. https://t.co/P51xplefa2"
87,As our community unites to overcome a time of uncertainty—and as we look forward to the 4th of July—let’s honor those who paid a high price for our freedom &amp; who face another kind of invisible enemy each day. Read my newsletter on #PTSDAwarenessMonth here: https://t.co/nhVLgGc8W1 https://t.co/LINF2aX7hO
88,"#Texas: After weeks of slowing the spread, our state’s numbers for new cases &amp; hospitalizations for the #coronavirus are now going in the wrong direction. To corral the spread, @GovAbbott has temporarily paused any further reopening phases. Read more here: https://t.co/fr419pXI27 https://t.co/zUtKFSWeVO"
89,"RT @TexasDSHS: #COVID19 is spreading in Texas at its fastest rate yet. If you must go out into public, stay 6 feet apart and wear a face co…"
90,"#TX12's very small businesses impacted by the #coronavirus now have more options in applying for grants. Thanks to the #CARESAct, #TarrantCounty has dedicated $30 million in grant funding to businesses with under 25 employees.

Apply by July 6th here: https://t.co/wYUHzoOJmm https://t.co/pHj5N8XD5d"
91,"#ParkerCounty: Drive-through tests for the #coronavirus are returning to Parker County tomorrow, June 23rd, and Wednesday, June 24th. Testing is FREE and by appointment only. 

Call 512-883-2400 to get tested this week. See below for more information ⤵️ https://t.co/zpWwQmMiu0"
92,"While #Texas is re-opening safely, we are still fighting the #coronavirus, so don’t let your guard down as temperatures rise. Get updates on re-opening, where to get tested in #TX12, &amp; more sent straight to your inbox by signing up for my newsletter here: https://t.co/laBwnafRol https://t.co/GyauXIgTp7"
93,#ParkerCounty: A free drive-through testing site for the coronavirus is coming to Weatherford TODAY and tomorrow—June 16th and 17th—operating from 10 a.m. to 5 p.m. at Heritage Park. Symptomatic residents must register by calling 512-883-2400 or visiting https://t.co/c6cl4oLbYP. https://t.co/ANhsJ4I5aB
94,"As families and children adjust to a different kind of summer, @PBSKIDS is here to help with new digital resources, activities, and TV content that are FREE and accessible to families, including those with limited high-speed internet access. Learn more: https://t.co/wSOWhorXjT https://t.co/kLW8fHNOG9"
95,"TODAY, @MercyClinicFW in South #FortWorth begins offering rapid testing for the #coronavirus, thanks to a partnership with @CVSHealth.

Appointments are FREE, but you must be above 18 and meet symptomatic criteria set by @CDCgov. Simply call 817-840-3501 to get tested."
96,One of the most at-risk groups for transmitting coronavirus are the homeless. I’m pleased to announce that an $8.7 million @HUDgov grant for Tarrant County will help keep our most vulnerable residents safe and with shelter. Read more in my press release: https://t.co/oClVJZiOCw https://t.co/aXLLo8sF1m
97,"Visit https://t.co/Ll3mMT8eE1 for more on how the @EPCC is keeping #TX12 #TexasBizStrong.

Learn about the EPCC’s grant program for small businesses impacted by the #coronavirus ➡️https://t.co/M0IjVqX3Ij

Find more helpful ECPP small business resources ➡️https://t.co/SXs87VKOoC."
98,"Thanks to @realDonaldTrump, our economy was booming before the coronavirus pandemic, and now our booming recovery begins! The latest #jobsreport shows:
 
✔️2.5 MILLION jobs added
✔️GAINS across industries including restaurants, construction, and retail
✔️Lowered unemployment rate"
99,".#TX12 is beating the #coronavirus with the help of first responders, like our heroic firefighters. Recently, I met with our firefighters, leaders, and @DHS_Wolf on how we can best support our hometown heroes. Read my e-Newsletter for more: https://t.co/aUb5GGmwsI https://t.co/bMu0gFk16s"
100,RT @TexasDSHS: People with #COVID19 can be contagious before having symptoms or without ever showing symptoms. That's why we recommend folk…
101,"42 new testing sites for the #coronavirus have arrived in #Texas CVS pharmacies, including 7 in Tarrant County!

See if your local @cvspharmacy is participating and get more information on qualifying for testing by visiting here: https://t.co/kZ8lcTejoa"
102,"RT @GregAbbott_TX: Today Texas had the fewest #COVID19 fatalities since March 30th.

We also had the fewest Texans testing positive for COV…"
103,"President @realDonaldTrump’s whole-of-America response to the #coronavirus is delivering #Texas-sized results for our state, including in the form of critical #PPE like: 
- 3.2 million N95 masks
- 15.6 million isolation and surgical gloves
- 862 million surgical and exam gloves https://t.co/7VSxoONSMh"
104,"It's never been easier to get tested for the #coronavirus in #Texas.
 
Find out if you qualify➡️https://t.co/PqXSrmw73l

Find test site➡️https://t.co/bTs8GywdBK https://t.co/JHq0Qy91ok"
105,"Our country and the state of Texas has lost one of her greatest patriots and statesmen, and I have lost a dear colleague and even more wonderful friend. For years I have been honored to know Sam Johnson, whose life embodied service, sacrifice, and triumph over obstacles. https://t.co/u5zdlhifBH"
106,"ATTN: It’s not a scam! If you haven’t received your #coronavirus impact payment, the #IRS is mailing out millions of payments as prepaid debit cards instead of paper checks. Use them like a regular debit card—learn more here from @IRSnews: https://t.co/av7C88BESX. https://t.co/yG5zBcp9rZ"
107,"#Texas farmers and ranchers whose operations have been negatively impacted by the #coronavirus may apply for direct financial relief through @USDA’s Coronavirus Food Assistance Program beginning TODAY.

For more information, visit https://t.co/BmAvsSbPvF. https://t.co/cIuPK2YFZb"
108,"In between your socially-distanced fun this #MemorialDay, let’s remember those who made the ultimate sacrifice to protect the American way of life."
109,"Thanks for having me, @NBCDFW!
 
I spoke to @JulieFineNBC5 about my tour of the @FortWorthFire Training Academy with @DHS_Wolf, re-opening amid the #coronavirus, and Congress' next steps. Watch my full interview here: https://t.co/sIYnAL5b0e"
110,"It’s #EMSWeek2020 - a chance to say thank you to EMS workers who go above and beyond to keep our community healthy &amp; safe. I’m proud to have helped secure the critical resources they need, especially during the #coronavirus, when their work has never been more critical. 
@NAEMT_ https://t.co/uLAXIeqVnz"
111,"ICYMI, I toured the @FortWorthFire Dept. Training Academy with @DHS_Wolf, discussing the crucial role of a strong fire service to a community—and how best to support firefighters, who protect the people of our community. Read more in my press release here: https://t.co/E9GP06xdMB https://t.co/LuBBXOHRWR"
112,"Innovative partnerships are helping Texas defeat the #coronavirus, together. @LockheedMartin is partnering with @JPS_Health to expand telehealth for our neighbors in need, especially in financially at-risk areas. Learn more about this partnership to create a healthier #TX12 ⤵️ https://t.co/i5B3LxoFD6"
113,"RT @NorthwestISD: Celebrating student achievement is harder with the pandemic, but our communities are finding a way! Yesterday, the Grange…"
114,"ATTN: Almost 11 million Texans have received their #coronavirus impact payment. If you qualify and have NOT received yours, the IRS has created a new hotline to help: 800-919-9835. 

Before you pick up the phone, see if your question can be answered here: https://t.co/k0T0Ndiz30"
115,".@TrinityMetro keeps our rapidly-growing #FortWorth metroplex connected. With ridership down, I'm pleased to see that Trinity Metro will receive over $55 million thanks to the #CARESAct to respond to the #coronavirus. Read more in my press release: https://t.co/uol6iQVsl2 https://t.co/OA0Wi2HEaI"
116,"Remember to sign up for my newsletter to stay updated on what’s happening in Washington and #TX12, including our community’s #coronavirus response and recovery. Subscribe here: https://t.co/3jy92rvzd1."
117,"As Texas safely reopens, staying informed will continue to save lives in the weeks to come. I’ve compiled all resources related to the #coronavirus published on my website here ➡️ https://t.co/V9Xc9qs8Ih."
118,"RT @TDEM: Looking to get a #COVID19 Test in Texas??? There’s a map for that.

Click Here: https://t.co/HVfnvE1tnd https://t.co/xWjLKRVQ2q"
119,"#TX12: A new, FREE testing site for the #coronavirus has arrived in #FortWorth, at the parking lot of the Walmart Supercenter at N. Beach St. Anyone experiencing at least one symptom is eligible. Book a test by visiting https://t.co/UPgOivk7Al or calling 800-635-8611."
120,"Until now, Congress has worked together to provide historic relief to Americans amid the coronavirus. I am disappointed to see Speaker Pelosi and the House pass a partisan bill that puts politics before the American people. Read more in my press release: https://t.co/MsIhsTOf18 https://t.co/bx4FgAxkz7"
121,"The #coronavirus is challenging the healthcare industry like never before. I'm pleased to share that thanks to the #CARESAct, @UNTHSC will receive over $90,000 to expand its telehealth capabilities, creating a healthier #TX12. Read on in my press release: https://t.co/E9GP06xdMB https://t.co/pq3GFzTVmy"
122,"Now is an especially trying time for families already experiencing hardship. Thanks to the #CARESAct, #Texas will receive nearly $50 million from @HHSGov to help state &amp; local services fight poverty amid the coronavirus. Read more in my press release here: https://t.co/E9GP06OPbb https://t.co/CIp9FQcRTo"
123,"RT @TexasHHSC: Texans: Are you looking for a #COVID19 testing site? Find a site near you using this online, interactive map.

Find your clo…"
124,".@USDA has announced that Texas will be able to give additional help to families with children who were receiving free or reduced-price meals at school before the coronavirus prompted school closures. Learn more, incl. about eligibility requirements, here: https://t.co/1BSihavqMM"
125,See below for a comprehensive list of testing sites ⤵️ Testing is available to those showing at least one symptom &amp; are by appointment only - for appointments visit https://t.co/c6cl4oLbYP or call 512.883.2400. https://t.co/opUNe6jc45
126,"Attention #TX12: TOMORROW, May 13th, a mobile testing site for the #coronavirus is visiting Parker County and will be located at the First Monday Trade Days parking lot. Thank you @TXMilitary, @TDEM, and @TexasDSHS for ensuring that rural communities have access to testing."
127,"Across our state, the below ⤵️ businesses and services may operate at 25% capacity. Be sure to follow @TexasDSHS’ recommended health protocols for each type of activity so that we can continue to save lives while remaining #TexasBizStrong: https://t.co/ucqeJdInjM https://t.co/hewKiYO0vd"
