,Tweet
121,"This pandemic has affected every aspect of our lives, but what hasn't changed is the critical role of our farmers, ranchers, and agriculture employees in putting food on our tables &amp; securing our nation's food supply."
122,RT @ewg: @RepJimmyPanetta @RepNewhouse will offer an amendment to provide $500 Million for #farmworker PPE today https://t.co/5J2gIJ9zMB He…
123,"RT @SaraPetersenJD: Thank you @RepNewhouse for taking the time to meet with us virtually to discuss education funding, mental health, speci…"
124,RT @WAAgNetwork: @RepNewhouse says he and supporters of the Workforce Modernization Act will continue to promote the legislation in the Sen…
125,We must continue to take a strong stance against China's state-sponsored illegal activities &amp; retain our status as global leaders who abide by and enforce the rule of law.
126,"RT @nmpf: The pandemic has brought a realization that having a stable source of food is truly a critical issue, says @RepNewhouse. “To have…"
127,"The pandemic has brought a realization on the part of Americans that having a stable source of food is truly an issue of national security. 

https://t.co/0oFtwKI72O"
128,"Growing up in Sunnyside, I have enjoyed &amp; know many people who rely on local news. The Local Journalism Sustainability Act helps to bridge the gap between traditional journalism and the new way people get their news. 

Read more about the bill: https://t.co/yLug0gcD09"
129,"“Farmers and ranchers rely on the land, some directly on federal forests and rangelands, so keeping them healthy and productive is critical to us....Updating these 40-year-old regulations is smart government.” - @FarmBureau #NEPAModernization"
130,Thank you to the men and women who put their lives on the line to protect our #WA04 communities! https://t.co/0wYK4Ix0Q4
131,"Today, I joined @RepKirkpatrick to introduce the Local Journalism Sustainability Act to ensure our local newspapers in #WA04 and across the country remain sustainable throughout this pandemic and into the future. 

https://t.co/EV99LOpYqB"
132,"Local journalism helps to preserve the culture of small town America. Unfortunately, due to transforming business models and changes to advertising mediums, many of our locally-owned newspapers have struggled to make ends meet &amp; the pandemic has only exacerbated their situation."
133,RT @unlock_invest: .@RepNewhouse supportive statement on the release of the final National Environmental Policy Act (#NEPA) rule. #UnlockAm…
134,RT @nmpf: Reliable access to labor remains a challenge for many U.S. #dairy farms. We thank @RepCuellar and @RepNewhouse for offering an am…
135,"I joined @komonews for their Connect to Congress segment to provide an update on the #WA04 COVID-19 response and several other issues, from the reopening of schools in the fall to the importance of water infrastructure to our rural communities.

https://t.co/8SXk19c4Jw"
136,"Don't forget! Taxes are due tomorrow. The IRS extended the tax filing deadline to July 15 to accommodate those affected by COVID-19.

If you have questions or need assistance with the IRS, my office can help. Contact my Yakima office at (509) 452-3243. 

https://t.co/2UK05f8iSx"
137,"ICYMI: @SecretarySonny made adjustments to the Coronavirus Food Assistance Program that will offer relief to specialty crop growers in our state and across the country.

Washington's farmers and ranchers can apply for the Coronavirus Food Assistance Program until August 28. https://t.co/nnvktlBmRQ"
138,"RT @HouseAgGOP: In the face of #COVID19, farmers, ranchers, and agriculture workers have gone above and beyond to place food on our tables.…"
139,RT @RepTomEmmer: Thank you @RepNewhouse for standing up for #mining! This won’t end with MN- @HouseDemocrats won’t be satisfied until thous…
140,"Our agriculture producers are absolutely essential to our nation's food supply and national security, and I will continue to support measures by Congress to ensure our farmers and ranchers remain resilient throughout this pandemic."
141,"This week, @SecretarySonny revised the #CFAP to ensure more of WA's specialty crop producers have access to the COVID-19 relief program! 

https://t.co/EQ4GFKpCjZ"
142,RT @PLCranching: Thank you to @RepNewhouse and @SecBernhardt for their leadership in ensuring local voices were heard! https://t.co/ptfYMTX…
143,"RT @SF_ChrisR: Happy Birthday @RepNewhouse!

The Grand Coulee Dam, in Washington's 4th Congressional District, is the largest power station…"
144,"My friend @RepDonYoung is a fierce advocate for American energy dominance, the People of Alaska, &amp; their precious environment. He knows we can responsibly conserve our forests by supporting healthy management in @TongassNF for a stronger timber industry in AK &amp; across the U.S. https://t.co/tdTTlD2CKz"
145,"RT @WAAgNetwork: While this expansion of #CFAP does not solve all of the problems producers face, @RepNewhouse says he’s hopeful this will…"
146,RT @RiponAdvance: Washington's @RepNewhouse praises federal decision to not introduce grizzlies in central Washington https://t.co/LoQrau1D…
147,"Another example of our local communities stepping up and working together to get through this pandemic. eqpd gear regularly produces reusable shopping bags, but they have developed new operations to manufacture masks for #WA04. 

https://t.co/R6f4pOou3I"
148,"Apples, potatoes, and several other Washington-grown products have been added to list of the eligible commodities for the Coronavirus Food Assistance Program!

https://t.co/Mqlo1ayLr0"
149,"I am working in Congress to promote active management of our forest lands in order to mitigate the risk wildfires pose to our businesses, homes, and public lands. Thank you to the brave firefighters who put their lives on the line to keep our families safe!"
150,"BREAKING: No grizzly bears will be introduced in NCW. This announcement is welcomed by my constituents in #WA04 who have consistently shared my same concerns about introducing an apex predator into the North Cascades.

https://t.co/2D3FhEBCYd"
151,RT @SecBernhardt: Thank you @RepNewhouse for the opportunity to hear directly from your community in north central Washington &amp; discuss how…
152,"Happy Independence Day, Central Washington! We are proud of the freedoms we enjoy as citizens of this great nation &amp; we will continue to honor those who fight to defend our liberties. I hope you are able to safely &amp; responsibly celebrate our country's founding &amp; independence. https://t.co/8McOVdvnBu"
153,"RT @WAAgNetwork: Did you know in 2019, Washington exported over $11 billion in goods to Canada and Mexico.  @RepNewhouse took to the House…"
154,"Due to internal changes made to combat COVID-19, people in #WA04 have experienced significant delays in contacting the IRS. Zachary from Richland contacted my office for assistance, and after working with my staff, he successfully received his refund in the amount of $11,510."
155,"RT @ThisSpudsForYou: During the early days of the COVID outbreak, @RepNewhouse joined the #EyeOnPotatoes podcast to talk about how ag labor…"
156,Thank you to the heroic smokejumpers who keep our communities safe from the threat of wildfires. I am proud to represent our nation's birthplace of smokejumping at the North Cascades Smokejumper Base in #WA04. https://t.co/7Zrv1zeL63
157,"RT @RepStefanik: Our #NY21 apple producers 🍎 not only provide a wholesome product, but also stimulate our rural economies. Proud to lead th…"
158,"I joined @RepBrindisi &amp; @RepStefanik in leading a bipartisan letter to call on USDA to use COVID-19 relief funding to help apple growers across the country. 

Learn more and read the letter: https://t.co/Y8i1yOYWH7"
159,"Labs like @PNNLab are working to help curb the effects of pandemics, bolster our national security, create innovative solutions for our hydropower dams, &amp; help communities combat wildfires. Investment would be a good kickstart toward recovery for our nation's economy."
160,RT @awbolympia: Reps. McMorris Rodgers and Newhouse call for inclusion of soft white and red winter wheat into Coronavirus Food Assistance…
161,"The bill I introduced with @RepTorresSmall will provide resources for hospitals, clinics, and community health centers in rural communities to do just that. 

https://t.co/B9MGh9D3Bm"
162,Expanding telehealth can help rural healthcare providers continue to care for patients in communities throughout #WA04 during a pandemic like COVID-19 &amp; beyond.
163,"They are our friends, healthcare providers, teachers, veterans, law enforcement officers, and our neighbors - they have never known any other home."
164,"Throughout this pandemic, thousands in #WA04 have experienced delays, miscommunication, instances of fraud, and other issues with the delivery of unemployment benefits from the Washington State Employment Security Department (ESD). https://t.co/6OIcOhGbwR"
165,My office has received hundreds of messages from constituents &amp; small businesses in Yakima Co. who are on the verge of losing - or have already lost - their livelihoods due to the stay-at-home order.
166,RT @Livongo: Remote Monitoring is an important solution for those living with chronic conditions. We applaud @RepTorresSmall  and @RepNewho…
167,"I was proud to support the Families First Coronavirus Response Act, which authorized the Pandemic-EBT program. P-EBT aims to provide assistance to families of children who are eligible for free &amp; reduced meals through school closures related to COVID-19.

https://t.co/6j4RSsz2Iw"
168,"As we watch our economy begin to bounce back from the global pandemic, Congress and @realDonaldTrump's Administration are working to ensure our communities have the tools they need to not only fully recover, but to prosper.

https://t.co/KbJdT00j7v"
169,This pandemic has demonstrated the importance of allowing rural healthcare facilities to fully embrace telemedicine as a way to reach patients in outlying &amp; underserved areas.
170,"""As the coronavirus has exposed and as food-insecure Americans now better understand: There is too much at stake.""

The Farm Workforce Modernization Act, which is awaiting action in the Senate, is the first step."
171,"RT @WFRW: Supporting our #agriculture 
@RepNewhouse &amp; @cathymcmorris sent a letter to the #USDA Farm Service Agency asking that they suppor…"
172,"RT @AgInfoNet: COVID-19 Recovery Pt 1 https://t.co/4Sbjudua45 
@RepNewhouse #RepNewhouse"
173,RT @TimChartersn5: Great to see @westerncaucus leaders @RepNewhouse and @RepGarretGraves join WC Chairman @RepGosar (not pictured) giving u…
174,"Today, I joined the Alliance to discuss how many of the issues facing our country - from rural broadband access to international trade - are affecting businesses, employers, &amp; workers in #WA04 + how we can work together to help our district swiftly &amp; safely recover from COVID-19."
175,"The Trump Administration is taking steps to prevent wildfires &amp; the devastating effects they have on our land, homes, businesses, and environment. Decades of improper management requires even more action &amp; I will continue to work toward improving the health of our forests."
176,"RT @WAAgNetwork: @cathymcmorris &amp; @RepNewhouse say #wheat growers need protection under #CFAP.  Read their entire letter below:

https://t.…"
