,Tweet
80,"As the Senate GOP neglect their responsibility to take action during the pandemic, @RepMaxineWaters and @FSCDems have stepped up time and time again to provide for struggling families across the nation, keep them housed, and keep them employed. https://t.co/GH1a7qq8eM"
81,"RT @NBCLatino: A Latina mom died of COVID-19 after a lifetime of helping others breathe as a respiratory therapist. ""With my mom's death, I…"
82,"5/ Congress takes this seriously. We will secure justice for #VanessaGuillén and for every soldier who has been failed by Fort Hood and the Army. Read my full statement below⬇️

#JusticeForVanessaGuillén #JusticeForOurSoldiers https://t.co/g0YchfTK2y"
83,"3/ I'm hopeful that its findings will better equip Congress to reform how the military handles allegations of sexual assault and harassment, as well as missing soldier cases."
84,"1/ I applaud @RepSpeier and @RepLynch for taking this critical step in guaranteeing #JusticeForVanessaGuillén, and all the soldiers who have been failed by Fort Hood and the Army. https://t.co/bAhgAn19TR"
85,Great to be at @LegacyCommunity’s Southwest Clinic with @RepFletcher as we continue working hard to make sure that vulnerable communities across Houston have the protective gear and resources they need during the ongoing #COVID19 pandemic. https://t.co/lIHjq6PgtO
86,"This #LaborDay, I want to thank the labor movement for everything it has done to create a fairer America for hard-working families.

And I want to give a special thank you to every essential worker who has kept the Houston region and our country moving forward during #COVID19. https://t.co/sJUOVL1ooa"
87,"1/ Today Sept. 6th, would have been Fernando Salas Aldaz’s birthday. He was a Mexican-born immigrant who became the first Hispanic appointed to the Harris County Grand Jury in 1944. https://t.co/4TQIbENnYz"
88,"Hard to wrap your head around the possibility of 410k Americans losing their life to this virus this year. We can and we must do all we can to stop this from happening.

First step? The @SenateGOP must stop blocking the #HeroesAct.
 
Pass the #HEROESActNOW!https://t.co/YlnwIx3ul3"
89,"RT @HoustonOEM: Labor Day is around the corner! Make sure your weekend is fun &amp; safe by following these #COVID19 guidelines: 

◾Limit indoo…"
90,RT @hcphtx: Finish the job and dispose used #masks and #gloves properly. That means they go In the #trash. Please don’t toss them on the gr…
91,"RT @RepSylviaGarcia: En #Houston, los #Latinos representan 52% de todas las muertes de #COVID19. Por eso tenemos que usar una mascarilla, m…"
92,"RT @RepSylviaGarcia: In #Houston, #Latinos account for 52% of all #COVID19 deaths. That's why everyone must wear a face mask, social distan…"
93,"About 1 in 4 students in the Houston region who’re at or below the poverty line don’t have access to technology or internet.

The #HEROESAct would provide $1.5 billion to bridge the homework digital gap in America. The Senate must pass the #HEROESActNOW!https://t.co/5s4Lwj4E3O"
94,"Los niños no pueden aprender si tienen hambre. Esto es una realidad que se ha empeorado aún más por #COVID19. El Senado tiene que aprobar el #HeroesAct, que incluye $$$ para las escuelas, proveedores de alimentos escolares y programas de ayuda alimentaria.

#LasFamiliasPrimero https://t.co/1835rSHu7N"
95,"Kids can’t learn when they’re hungry. 

This is a reality that’s been made even worse by #COVID19.

That’s why the @SenateGOP must pass the #HeroesAct, which would provide billions of $$$ to school districts, school meal providers, and food assistance programs.

#FamiliesFirst https://t.co/fG7zkupaW6"
96,"The #HeroesAct would provide $3 billion in funding for school meal providers and child care programs, and would extend the Pandemic EBT program for eligible students.

The Senate GOP must help provide nutritious meals to students and families in need. #FamiliesFirst https://t.co/SyvjVmhKTo"
97,"En Aldine participando en día de acción enfocado en #COVID19 y nuestros niños. La reapertura escolar tiene que ser determinada por la ciencia y no la política.

Por eso se tiene que aprobar el #HeroesAct, que incluye $ para las escuelas y programas alimentarios.
#FamiliesFirst https://t.co/Z7ttfFJ1Sa"
98,"Our nation is experiencing a very significant shortage of poll workers due to the COVID-19 pandemic. Sign up to be a poll worker on November 3 here: https://t.co/bx5AfYiRTy

#NationalPollWorkerRecruitmentDay"
99,RT @NBCLatino: “Latinos are about one-quarter of U.S. high school students...Their mental health and school engagement will influence their…
100,"RT @TheDailyShow: Sure, 180,000 Americans have died from coronavirus on Trump’s watch, but six years ago today, President Obama wore a tan…"
101,@MoxieChacha @rosadelauro @RepDebHaaland @TulsiPress @BettyMcCollum04 I would call your health care provider to see what they recommend you do and if your son may need to get another test.
102,"En #Houston, los #Latinos representan 52% de todas las muertes de #COVID19. Por eso tenemos que usar una mascarilla, mantener la distancia social y lavarnos las manos.

¡Por favor📞llama @HoustonHealth al 832-392-4220 o 💻visita https://t.co/2XR2bLOX5A para hacerse hoy la prueba! https://t.co/E7mHesZdZd"
103,"In #Houston, #Latinos account for 52% of all #COVID19 deaths. That's why everyone must wear a face mask, social distance, &amp; wash their hands.

Also, get tested TODAY!📞Call the @HoustonHealth COVID Call Center at 832-392-4220 or 💻visit https://t.co/2XR2bLOX5A to get tested! https://t.co/ZTUHN3eO8y"
104,".@rosadelauro, @RepDebHaaland, @BettyMcCollum04, @TulsiPress, and I led this effort because we are deeply concerned about how these changes to #COVID19 testing will impact our ability to get this virus under control. The American people deserve answers.
https://t.co/JB92vQKvGJ"
105,"Co-led this letter with @rosadelauro, @RepDebHaaland, @TulsiPress, &amp; @BettyMcCollum04 to raise the alarm on changes made quietly by the @CDCgov to #COVID19 testing.

Congress provided $25 billion for testing because it saves lives.

We need to know why these changes were made! https://t.co/Mn6pECzenY"
106,"100 years after the passage of the #19thAmendment, the 116th Congress brought over 100 women members to the halls of Congress.

We honor the women who came before us and secured our right to vote and have a seat at the table.

#WomensEqualityDay https://t.co/vHjp4Vu16D"
107,RT @HispanicCaucus: This #WomensEqualityDay is both a celebration and call to action. We're enduring a pandemic and economic crisis that's…
108,"RT @HispanicCaucus: Today the @HispanicCaucus urged *127* growers to protect farmworkers from #COVID19.

Protecting farmworkers and their f…"
109,"RT @hcphtx: 🚨WEATHER ALERT: Due to the threat of Hurricane Laura in the Houston/Harris County area, Our health clinics (Humble, SE, and Har…"
110,RT @RedCrossTXGC: Understand that your planning may be different this year because of the need to protect yourself and others from COVID-19…
111,"RT @houmayor: 🚨 If you need to go to a shelter,  call 311. Because of the social distancing needed due to #COVID19, you will either be rout…"
112,"Watch the latest on #TropicalStormLaura from the @houmayor and @HarrisCoJudge's office. Make sure y'all are monitoring the situation and making preparations:

🎒Build your emergency kit TODAY

🩺Get your #COVID19 test TODAY

🗺️Check if you live in an evacuation zone TODAY https://t.co/1ina7BrzOB"
113,"Unas de las mejores maneras de ayudar a reducir la propagación del #COVID19 es en hacerse la prueba.

Hay muchas oportunidades gratis para hacerse la prueba. Las pruebas son seguras y rápidas. https://t.co/RdSp9WvLiT"
114,"To every postal worker and letter carrier in Houston and across the nation, know that @HouseDemocrats stand with you.

And we won't stop fighting for every person who relies on @USPS for their medications, social security benefits, food stamps, and other benefits.

#SaveTheUSPS https://t.co/Hp8aOjZmKB"
115,"Please make sure to be preparing yourselves for #HurricaneMarco &amp; #TropicalStormLaura.

Now is the time to:

🏠Make an emergency plan w/ your family

🦠Include #COVID supplies such as face masks in your emergency kit

🚘Make sure your gas tank is full

🐶Take care of your pets https://t.co/nhq9HZz2Yo"
116,"Remember as you take essential trips to the store to prepare for tropical weather next week:

↔️ Social distance and stay 6ft apart from others

😷 Wear a #FaceMask and make sure it covers your nose and mouth

🧼 Once at home, wash your hands for 20 seconds with water and soap https://t.co/ua9tLbFz0F"
117,"Here's your weekly update! This week we did a press conference in support of the @USPS, participated in a #COVID19 virtual event w/ @noticiashouston, &amp; donated thousands of N95 masks to @harrishealth, @HOPECHC, &amp; @LegacyCommunity. Today, I was back in DC to vote to #SaveTheUSPS! https://t.co/iDoo9xlfJZ"
118,"I'm back in DC to defend the @USPS on behalf of my constituents.

For the veteran from Pasadena, TX who receives his medications in the mail.

My neighbor from Lindale Park whose social security check was delayed.

People are hurting. We must #SaveTheUSPS!

#DontMessWithUSPS https://t.co/R6toCyh7ym"
119,@LegacyCommunity My team and I are always here to help. I know these N95 masks will make a big difference. Saludos!
120,RT @ReadyHarris: ATTENTION ALL LANDLORDS: Enrollment is now open for the @BakerRipley #COVID19 Rental Assistance program.  LANDLORDS apply…
121,"It was great to spend some time today with essential health care workers @LegacyCommunity.

I donated N95 masks as part of my ongoing efforts to ensure everyone in my district has access to a face mask. Together we are doing everything we can to keep people safe and save lives! https://t.co/IaZ16JtJvS"
122,"Congratulations to @UHouston for their recent College Assistance Migrant Program Grant from the @usedgov, aiding the university as they continue their great work to assist students that are engaged, or whose parents are engaged, in migrant and other seasonal farm work."
123,"Today, we donated N95 #FaceMasks to the @HOPECHC in our continued efforts to ensure health care providers all across the Houston region have access to the protective equipment they need to keep saving lives and serving our community during the ongoing #COVID19 pandemic. https://t.co/6KoRmJAcN7"
124,"RT @HispanicCaucus: As we watch wildfires spread across the West, we cannot forget the farmworkers who will continue to be out there workin…"
125,I want to thank all the frontline workers at @harrishealth and all across the Houston region for the work they’re doing day in and day out to save lives and reduce the spread of #COVID19. https://t.co/OI5lmwOcaj
126,"My team and I keep working hard to make sure that everyone in our community has access to a face mask. 

That is why I donated 10,000 N95 masks to @harrishealth as part of our efforts to help save lives in the Houston region. #COVID19 https://t.co/VDFMNIQ6jx"
127,"Mi equipo y yo seguimos luchando para que todos en nuestra comunidad tenga acceso a una mascarilla.

Hoy donamos 10,000 mascarillas a @harrishealth como parte de nuestros esfuerzos para ayudar a nuestra comunidad durante esta pandemia.

#COVID19 #Mascarillas https://t.co/xZsDJIBU2l"
128,"❗️Deadline this Friday, Aug. 21st❗️

You may be eligible for $285 of food assistance per child.

📞Call the P-EBT Call Center at 833-613-6220 -OR- 
💻Visit https://t.co/G78x69tVzZ to find out

#HoustonTX #COVID19 #BetterTogether https://t.co/EJv2BgIhr3"
129,RT @HoustonHealth: We provided vital bilingual #COVID19 prevention information to 876 apartment units in high-positivity communities this w…
130,"This #DistrictTuesday, I honor all the postal workers &amp; letter carriers who work at the Aldine Bender Rd @USPS Processing &amp; Distribution Center in #TX29, the largest in the U.S.

We must defend the postal service &amp; the livelihoods of these essential workers. #DontMessWithUSPS https://t.co/14M6pDJJgv"
131,"We must protect the @USPS for all the seniors who depend on it for their #SocialSecurity benefits. 

The veterans that rely on it for their #PrescriptionDrugs.

The small business owners that rely on it to keep their businesses open.

#DontMessWithUSPS https://t.co/HXIloCfbam"
132,"No matter the condition, even in the middle of a pandemic, the U.S. Postal Service delivers.

RT: if you agree that the Trump Administration should stop messing with USPS. #DontMessWithUSPS https://t.co/SXGg2ggY9J"
133,"Por esto es importante que todos estemos trabajando para asegurar que los latinos tengan la información que necesitan para mantenerse seguros y saludables durante esta pandemia.

#COVID19 https://t.co/AjoPDwF8Xp"
134,"Here's your weekly update! My team &amp; I were busy this week working #ForThePeople of the Houston region.

I was part of a Back to School Virtual event w/ parents, donated thousands of #N95Masks to @El_Centro_FQHC &amp; @VecinoHC, &amp; had virtual chats w/ several community partners. https://t.co/Y7t2NKO719"
135,@TXChildrensGR @speaknowforkids @TexasChildrens We should always be working to ensure our children can prosper and have healthy lives. They are our future.
136,"RT @ReadyHarris: Talking to kids about hurricanes, pandemics or environmental emergencies can be tough. Olivia can help! She talks all abou…"
137,"RT @TheToddSchulte: ...of COVID to radically restrict legal immigration — are illegal and invalid. Rather than fight this is court, the Tru…"
138,"Without #SocialSecurity, about 25 millions seniors would be living in poverty.

@HouseDemocrats are working to strengthen Social Security, ensuring everyone can have a dignified, safe 
retirement - especially in the middle of a pandemic. #SocSec85 https://t.co/Fnu8tMcddJ"
139,"Social Security was created during the Great Depression 85 years ago, today. 

As our nation’s seniors face the uncertainty of the public health and economic #COVID19 crisis, we must protect and expand #SocialSecurity #ForThePeople. #SocSec85 https://t.co/4WceA3nuea"
140,Today my team and I delivered N95 face masks to @VecinoHC as part of my efforts to ensure everyone in our community has easy access to a face mask. #MaskUp https://t.co/n0Mct1Osxw
141,RT @HoustonHealth: Don’t reply to an #IRS DM on social media asking you to give up personal or financial information. IT’S A SCAM -- follow…
142,"The coronavirus pandemic has disproportionately affected the health and well-being of #Latinas. 

For Latinas, the #COVID19 pandemic hits hard whether they go to work or stay at home.
 
Latinas have always been essential and deserve to be protected. https://t.co/F4CP9VHjq6"
143,"I was proud to join @SpeakerPelosi and @HouseDemocrats in standing up for the @USPS, especially in the middle of the #COVID19 pandemic.

This is a matter of life-or-death, and is critical for protecting lives and preserving our democracy.

#SaveUSPS https://t.co/od3j4Cjl7i"
144,RT @HispanicCaucus: .@HispanicCaucus Urges @USGAO to Investigate Workplace Standards in Meatpacking Industry as COVID-19 Outbreaks Continue…
145,"Today, I donated 3,000 N95 masks to 
@El_Centro_FQHC to help keep health care workers and patients healthy and safe.

We must continue to do everything we can to save lives during this pandemic and it starts with wearing a face mask and social distancing. #MaskUp https://t.co/NTs4cdzMZn"
146,"RT @El_Centro_FQHC: We would like to thank @RepSylviaGarcia for her donation of 3,000 N95 masks to help keep our frontline healthcare worke…"
147,"I’m always proud to be a Badger, but today I’m prouder than ever! Ben Bolt-Palito Blanco High School became the first in Texas to put student health &amp; safety first by canceling its football &amp; volleyball seasons.#BadgerStrong #BadgerAlumProud
https://t.co/ruCTpBW5zo"
148,RT @HoustonHealth: Usa una máscara o un cubreboca de tela en público y cuando estés cerca de personas que no viven en tu hogar. No es solo…
149,RT @HoustonHealth: GET TESTED | There are FIVE free #COVID19 mega testing sites and 15+ other free sites in #Houston this week. Getting tes…
150,Por favor no esperen y háganse la prueba de #COVID19. La prueba es una de las mejores herramientas que tenemos para luchar contra este virus. #TodosJuntosMejor https://t.co/m2hdE0GOqD
151,RT @HoustonHealth: La #COVID19 no discrimina. Cualquiera puede contagiarse y propagar el virus. Conserva la distancia social manteniéndote…
152,RT @hcphtx: The science is simple. Masks work!  People who are infected with #COVID19 can spread the virus just by talking. Put a #mask on…
153,America needs all people to wear a face mask. #MaskUp https://t.co/U3NKzJhypa
154,"#Texas accounts for more than 10% of all #COVID19 cases in America. 

#TexasMaskUp for the safety and well-being of everyone in our state. We must all do our part in saving lives. https://t.co/x3Fh8N1kcb"
